INSERT INTO orders
VALUES
("7998", "11", "2", "MN34DEF", "150", "448.50", "", "2023-01-15 14:11:15", "2023-01-23", "2023-02-06", "COMPLETED"),
("7999", "25", "3", "MN34DEF", "1500", "4485.00", "some order descriptions here", "2023-01-15 14:11:35", "2023-01-23", "2023-02-06", "COMPLETED"),
("8000", "2", "3", "KL12ABC", "1850", "8861.50", "", "2023-01-15 14:16:45", "2023-01-24", "2023-02-07", "COMPLETED"),
("8001", "22", "4", "KL12ABC", "850", "4071.50", "", "2023-01-15 14:35:57", "2023-01-24", "2023-02-07", "CANCELLED"),
("8002", "4", "2", "PO89BVC", "1350", "2416.50", "some order descriptions here", "2023-01-16 01:12:41", "2023-01-25", "2023-02-08", "COMPLETED"),
("8003", "9", "2", "XW34VBN", "550", "2744.50", "", "2023-01-16 19:14:42", "2023-01-25", "2023-02-08", "COMPLETED"),
("8004", "23", "4", "PO89BVC", "2000", "3580.00", "", "2023-01-17 09:51:53", "2023-01-25", "2023-02-08", "COMPLETED"),
("8005", "9", "2", "KI23LMO", "2000", "3980.00", "", "2023-01-17 11:42:31", "2023-01-25", "2023-02-08", "COMPLETED"),
("8006", "23", "3", "KL12ABC", "1100", "5269.00", "some order descriptions here", "2023-01-17 21:58:20", "2023-01-26", "2023-02-09", "CANCELLED"),
("8007", "19", "2", "AB12XYZ", "750", "1717.50", "", "2023-01-18 06:31:56", "2023-01-26", "2023-02-09", "COMPLETED"),
("8008", "18", "3", "CD34LMN", "1000", "1490.00", "", "2023-01-18 13:19:13", "2023-01-26", "2023-02-09", "COMPLETED"),
("8009", "6", "3", "KI23LMO", "1450", "2885.50", "", "2023-01-19 02:12:43", "2023-01-27", "2023-02-10", "COMPLETED"),
("8010", "10", "2", "XW34VBN", "500", "2495.00", "", "2023-01-19 06:25:09", "2023-01-28", "2023-02-11", "CANCELLED"),
("8011", "19", "3", "XW34VBN", "250", "1247.50", "", "2023-01-19 07:04:32", "2023-01-28", "2023-02-11", "COMPLETED"),
("8012", "11", "4", "QW34ERT", "550", "3294.50", "", "2023-01-20 00:07:09", "2023-01-28", "2023-02-11", "COMPLETED"),
("8013", "9", "4", "PO89BVC", "1300", "2327.00", "some order descriptions here", "2023-01-20 05:50:35", "2023-01-28", "2023-02-11", "COMPLETED"),
("8014", "4", "4", "HG98TRF", "1750", "7857.50", "", "2023-01-20 12:16:02", "2023-01-29", "2023-02-12", "COMPLETED"),
("8015", "9", "3", "PL87KJ9", "1500", "3735.00", "some order descriptions here", "2023-01-20 16:43:19", "2023-01-29", "2023-02-12", "COMPLETED"),
("8016", "1", "4", "PO89BVC", "550", "984.50", "", "2023-01-21 04:57:17", "2023-01-29", "2023-02-12", "COMPLETED"),
("8017", "23", "2", "EF56OPQ", "1150", "11488.50", "", "2023-01-21 06:03:13", "2023-01-29", "2023-02-12", "COMPLETED"),
("8018", "25", "3", "KI23LMO", "800", "1592.00", "", "2023-01-21 15:46:48", "2023-01-29", "2023-02-12", "COMPLETED"),
("8019", "8", "4", "PO89BVC", "1600", "2864.00", "", "2023-01-21 19:12:40", "2023-01-29", "2023-02-12", "COMPLETED"),
("8020", "13", "2", "CD34LMN", "350", "521.50", "some order descriptions here", "2023-01-21 20:20:41", "2023-01-29", "2023-02-12", "COMPLETED"),
("8021", "5", "2", "ZX67POQ", "1450", "5495.50", "", "2023-01-22 14:41:05", "2023-01-29", "2023-02-12", "COMPLETED"),
("8022", "18", "3", "ZX67POQ", "1400", "5306.00", "", "2023-01-22 15:14:08", "2023-01-30", "2023-02-13", "COMPLETED"),
("8023", "24", "4", "CD34LMN", "900", "1341.00", "", "2023-01-22 16:19:31", "2023-01-30", "2023-02-13", "COMPLETED"),
("8024", "18", "4", "PL87KJ9", "950", "2365.50", "", "2023-01-22 20:07:36", "2023-01-30", "2023-02-13", "COMPLETED"),
("8025", "15", "4", "PO89BVC", "850", "1521.50", "", "2023-01-22 21:57:00", "2023-01-30", "2023-02-13", "COMPLETED"),
("8026", "10", "2", "QW34ERT", "50", "299.50", "", "2023-01-23 06:35:08", "2023-01-30", "2023-02-13", "COMPLETED"),
("8027", "8", "3", "GH78RST", "1450", "10860.50", "some order descriptions here", "2023-01-23 08:35:37", "2023-01-31", "2023-02-14", "COMPLETED"),
("8028", "4", "2", "AB12XYZ", "1250", "2862.50", "some order descriptions here", "2023-01-24 03:22:14", "2023-01-31", "2023-02-14", "COMPLETED"),
("8029", "20", "3", "KI23LMO", "1200", "2388.00", "", "2023-01-24 06:07:02", "2023-01-31", "2023-02-14", "COMPLETED"),
("8030", "10", "4", "MN34DEF", "500", "1495.00", "", "2023-01-24 12:27:02", "2023-02-01", "2023-02-15", "COMPLETED"),
("8031", "10", "4", "CD34LMN", "850", "1266.50", "", "2023-01-24 12:57:53", "2023-02-01", "2023-02-15", "COMPLETED"),
("8032", "19", "3", "EF56OPQ", "650", "6493.50", "", "2023-01-25 19:22:24", "2023-02-01", "2023-02-15", "COMPLETED"),
("8033", "9", "3", "CD34LMN", "1100", "1639.00", "", "2023-01-25 23:25:08", "2023-02-01", "2023-02-15", "COMPLETED"),
("8034", "1", "4", "YH12BNM", "150", "1348.50", "some order descriptions here", "2023-01-26 04:37:44", "2023-02-02", "2023-02-16", "COMPLETED"),
("8035", "14", "3", "QR78JKL", "1400", "9086.00", "", "2023-01-26 16:39:45", "2023-02-03", "2023-02-17", "COMPLETED"),
("8036", "21", "2", "IJ90UVW", "1050", "4189.50", "", "2023-01-26 20:15:58", "2023-02-03", "2023-02-17", "COMPLETED"),
("8037", "9", "3", "RF56KJU", "750", "2467.50", "", "2023-01-27 04:01:42", "2023-02-03", "2023-02-17", "CANCELLED"),
("8038", "18", "4", "ZX67POQ", "1250", "4737.50", "", "2023-01-27 04:03:26", "2023-02-03", "2023-02-17", "COMPLETED"),
("8039", "7", "3", "IJ90UVW", "1800", "7182.00", "", "2023-01-27 20:57:45", "2023-02-04", "2023-02-18", "COMPLETED"),
("8040", "25", "3", "HG98TRF", "1100", "4939.00", "", "2023-01-27 23:25:28", "2023-02-04", "2023-02-18", "COMPLETED"),
("8041", "11", "2", "CD34LMN", "250", "372.50", "some order descriptions here", "2023-01-28 02:03:35", "2023-02-04", "2023-02-18", "COMPLETED"),
("8042", "19", "2", "HG98TRF", "800", "3592.00", "", "2023-01-28 07:50:57", "2023-02-04", "2023-02-18", "COMPLETED"),
("8043", "22", "4", "ST90PQR", "1950", "23380.50", "", "2023-01-28 18:50:29", "2023-02-04", "2023-02-18", "COMPLETED"),
("8044", "12", "2", "YH12BNM", "250", "2247.50", "", "2023-01-29 01:16:20", "2023-02-05", "2023-02-19", "COMPLETED"),
("8045", "25", "3", "MN45TYU", "400", "2796.00", "", "2023-01-29 04:08:08", "2023-02-05", "2023-02-19", "COMPLETED"),
("8046", "2", "4", "QR78JKL", "1500", "9735.00", "", "2023-01-30 03:33:10", "2023-02-05", "2023-02-19", "COMPLETED"),
("8047", "10", "3", "KI23LMO", "1100", "2189.00", "", "2023-01-31 23:34:24", "2023-02-05", "2023-02-19", "COMPLETED"),
("8048", "21", "4", "QR78JKL", "950", "6165.50", "some order descriptions here", "2023-02-01 01:24:07", "2023-02-05", "2023-02-19", "COMPLETED"),
("8049", "1", "2", "PL87KJ9", "1600", "3984.00", "", "2023-02-01 16:19:23", "2023-02-06", "2023-02-20", "COMPLETED"),
("8050", "17", "3", "GH78RST", "1400", "10486.00", "", "2023-02-01 20:03:20", "2023-02-06", "2023-02-20", "COMPLETED"),
("8051", "19", "2", "QR78JKL", "750", "4867.50", "", "2023-02-01 23:48:33", "2023-02-06", "2023-02-20", "COMPLETED"),
("8052", "18", "3", "OP56GHI", "2000", "10980.00", "", "2023-02-02 03:31:12", "2023-02-06", "2023-02-20", "COMPLETED"),
("8053", "3", "3", "ST90PQR", "1000", "11990.00", "", "2023-02-02 07:57:00", "2023-02-06", "2023-02-20", "COMPLETED"),
("8054", "11", "4", "EF56OPQ", "1300", "12987.00", "some order descriptions here", "2023-02-02 08:29:40", "2023-02-06", "2023-02-20", "COMPLETED"),
("8055", "8", "2", "AB12XYZ", "1750", "4007.50", "some order descriptions here", "2023-02-02 09:05:17", "2023-02-07", "2023-02-21", "COMPLETED"),
("8056", "3", "3", "HG98TRF", "600", "2694.00", "", "2023-02-02 16:04:33", "2023-02-07", "2023-02-21", "CANCELLED"),
("8057", "19", "2", "MN34DEF", "650", "1943.50", "", "2023-02-02 18:50:49", "2023-02-07", "2023-02-21", "COMPLETED"),
("8058", "8", "2", "AB12XYZ", "1850", "4236.50", "", "2023-02-02 19:30:03", "2023-02-07", "2023-02-21", "COMPLETED"),
("8059", "12", "2", "IJ90UVW", "1450", "5785.50", "", "2023-02-03 13:00:35", "2023-02-07", "2023-02-21", "COMPLETED"),
("8060", "3", "2", "IJ90UVW", "1050", "4189.50", "", "2023-02-03 16:37:57", "2023-02-08", "2023-02-22", "COMPLETED"),
("8061", "6", "4", "MN34DEF", "700", "2093.00", "", "2023-02-03 23:58:06", "2023-02-08", "2023-02-22", "COMPLETED"),
("8062", "15", "4", "KI23LMO", "1450", "2885.50", "some order descriptions here", "2023-02-04 08:06:38", "2023-02-08", "2023-02-22", "COMPLETED"),
("8063", "12", "2", "OP56GHI", "750", "4117.50", "", "2023-02-04 09:25:47", "2023-02-09", "2023-02-23", "COMPLETED"),
("8064", "21", "4", "ZX67POQ", "1200", "4548.00", "", "2023-02-04 16:39:24", "2023-02-09", "2023-02-23", "COMPLETED"),
("8065", "19", "4", "ST90PQR", "100", "1199.00", "", "2023-02-04 17:13:57", "2023-02-09", "2023-02-23", "COMPLETED"),
("8066", "25", "3", "ST90PQR", "1800", "21582.00", "", "2023-02-04 18:41:30", "2023-02-09", "2023-02-23", "CANCELLED"),
("8067", "22", "4", "PO89BVC", "1050", "1879.50", "some order descriptions here", "2023-02-04 20:07:21", "2023-02-10", "2023-02-24", "COMPLETED"),
("8068", "25", "3", "KI23LMO", "1750", "3482.50", "", "2023-02-05 03:20:53", "2023-02-10", "2023-02-24", "COMPLETED"),
("8069", "17", "3", "ST90PQR", "150", "1798.50", "some order descriptions here", "2023-02-05 09:07:32", "2023-02-10", "2023-02-24", "COMPLETED"),
("8070", "20", "3", "PL87KJ9", "150", "373.50", "", "2023-02-05 14:32:42", "2023-02-11", "2023-02-25", "CANCELLED"),
("8071", "17", "4", "MN45TYU", "150", "1048.50", "", "2023-02-05 15:00:18", "2023-02-11", "2023-02-25", "COMPLETED"),
("8072", "9", "2", "GH78RST", "100", "749.00", "", "2023-02-05 16:05:35", "2023-02-11", "2023-02-25", "COMPLETED"),
("8073", "21", "2", "IJ90UVW", "1300", "5187.00", "", "2023-02-05 18:25:15", "2023-02-11", "2023-02-25", "COMPLETED"),
("8074", "9", "3", "QW34ERT", "1950", "11680.50", "", "2023-02-06 05:55:08", "2023-02-11", "2023-02-25", "COMPLETED"),
("8075", "14", "3", "QW34ERT", "350", "2096.50", "", "2023-02-06 06:17:14", "2023-02-12", "2023-02-26", "COMPLETED"),
("8076", "22", "4", "EF56OPQ", "850", "8491.50", "some order descriptions here", "2023-02-06 10:45:11", "2023-02-12", "2023-02-26", "COMPLETED"),
("8077", "9", "2", "ST90PQR", "650", "7793.50", "", "2023-02-06 13:05:05", "2023-02-12", "2023-02-26", "CANCELLED"),
("8078", "6", "4", "GH78RST", "550", "4119.50", "", "2023-02-06 20:08:19", "2023-02-12", "2023-02-26", "COMPLETED"),
("8079", "20", "3", "KL12ABC", "2000", "9580.00", "", "2023-02-07 02:21:09", "2023-02-12", "2023-02-26", "COMPLETED"),
("8080", "16", "2", "PL87KJ9", "450", "1120.50", "some order descriptions here", "2023-02-07 10:50:26", "2023-02-13", "2023-02-27", "CANCELLED"),
("8081", "5", "4", "ST90PQR", "1000", "11990.00", "", "2023-02-07 17:52:15", "2023-02-13", "2023-02-27", "COMPLETED"),
("8082", "17", "2", "KI23LMO", "1800", "3582.00", "", "2023-02-07 19:23:20", "2023-02-14", "2023-02-28", "COMPLETED"),
("8083", "24", "2", "OP56GHI", "250", "1372.50", "some order descriptions here", "2023-02-08 08:48:01", "2023-02-14", "2023-02-28", "COMPLETED"),
("8084", "23", "3", "ST90PQR", "2000", "23980.00", "", "2023-02-08 13:16:32", "2023-02-14", "2023-02-28", "COMPLETED"),
("8085", "13", "3", "EF56OPQ", "1200", "11988.00", "", "2023-02-09 00:19:21", "2023-02-14", "2023-02-28", "COMPLETED"),
("8086", "25", "3", "PL87KJ9", "250", "622.50", "", "2023-02-09 00:27:16", "2023-02-15", "2023-03-01", "CANCELLED"),
("8087", "2", "3", "ST90PQR", "200", "2398.00", "", "2023-02-09 02:57:35", "2023-02-15", "2023-03-01", "COMPLETED"),
("8088", "15", "4", "HG98TRF", "1300", "5837.00", "", "2023-02-09 04:47:47", "2023-02-15", "2023-03-01", "COMPLETED"),
("8089", "5", "3", "QR78JKL", "1050", "6814.50", "", "2023-02-09 06:13:47", "2023-02-15", "2023-03-01", "COMPLETED"),
("8090", "7", "3", "YH12BNM", "50", "449.50", "some order descriptions here", "2023-02-09 07:21:34", "2023-02-15", "2023-03-01", "COMPLETED"),
("8091", "10", "4", "XW34VBN", "1500", "7485.00", "", "2023-02-09 07:55:47", "2023-02-15", "2023-03-01", "COMPLETED"),
("8092", "4", "3", "HG98TRF", "1300", "5837.00", "", "2023-02-09 08:49:14", "2023-02-15", "2023-03-01", "COMPLETED"),
("8093", "21", "3", "XW34VBN", "1850", "9231.50", "some order descriptions here", "2023-02-09 12:18:47", "2023-02-15", "2023-03-01", "COMPLETED"),
("8094", "23", "2", "HG98TRF", "1350", "6061.50", "", "2023-02-09 15:46:52", "2023-02-16", "2023-03-02", "CANCELLED"),
("8095", "25", "2", "ZX67POQ", "500", "1895.00", "", "2023-02-09 16:28:25", "2023-02-16", "2023-03-02", "COMPLETED"),
("8096", "13", "3", "KI23LMO", "1650", "3283.50", "", "2023-02-09 23:42:03", "2023-02-16", "2023-03-02", "COMPLETED"),
("8097", "2", "4", "GH78RST", "150", "1123.50", "some order descriptions here", "2023-02-10 04:55:21", "2023-02-16", "2023-03-02", "COMPLETED"),
("8098", "16", "3", "YH12BNM", "900", "8091.00", "", "2023-02-10 06:26:56", "2023-02-16", "2023-03-02", "COMPLETED"),
("8099", "11", "2", "KI23LMO", "1500", "2985.00", "", "2023-02-10 10:30:48", "2023-02-17", "2023-03-03", "COMPLETED"),
("8100", "12", "2", "ZX67POQ", "400", "1516.00", "", "2023-02-10 13:34:51", "2023-02-17", "2023-03-03", "COMPLETED"),
("8101", "21", "2", "PL87KJ9", "750", "1867.50", "", "2023-02-10 16:23:06", "2023-02-17", "2023-03-03", "COMPLETED"),
("8102", "4", "4", "KL12ABC", "1500", "7185.00", "", "2023-02-10 18:29:00", "2023-02-18", "2023-03-04", "COMPLETED"),
("8103", "23", "2", "MN45TYU", "550", "3844.50", "", "2023-02-11 10:48:10", "2023-02-18", "2023-03-04", "COMPLETED"),
("8104", "19", "2", "ST90PQR", "1550", "18584.50", "some order descriptions here", "2023-02-11 14:17:43", "2023-02-18", "2023-03-04", "COMPLETED"),
("8105", "23", "2", "KI23LMO", "1450", "2885.50", "", "2023-02-12 06:50:00", "2023-02-18", "2023-03-04", "COMPLETED"),
("8106", "21", "2", "XW34VBN", "1850", "9231.50", "some order descriptions here", "2023-02-12 07:42:20", "2023-02-18", "2023-03-04", "COMPLETED"),
("8107", "10", "3", "GH78RST", "1400", "10486.00", "", "2023-02-13 08:36:35", "2023-02-18", "2023-03-04", "CANCELLED"),
("8108", "21", "4", "RF56KJU", "1150", "3783.50", "", "2023-02-13 16:01:03", "2023-02-19", "2023-03-05", "COMPLETED"),
("8109", "18", "2", "MN45TYU", "1800", "12582.00", "", "2023-02-13 23:37:22", "2023-02-19", "2023-03-05", "COMPLETED"),
("8110", "17", "3", "ZX67POQ", "1350", "5116.50", "", "2023-02-14 03:37:51", "2023-02-19", "2023-03-05", "COMPLETED"),
("8111", "3", "3", "AB12XYZ", "900", "2061.00", "some order descriptions here", "2023-02-14 04:46:36", "2023-02-20", "2023-03-06", "COMPLETED"),
("8112", "12", "3", "RF56KJU", "1100", "3619.00", "", "2023-02-14 11:08:52", "2023-02-20", "2023-03-06", "COMPLETED"),
("8113", "11", "2", "XW34VBN", "700", "3493.00", "", "2023-02-14 15:22:47", "2023-02-20", "2023-03-06", "COMPLETED"),
("8114", "24", "3", "XW34VBN", "1000", "4990.00", "", "2023-02-15 00:37:04", "2023-02-20", "2023-03-06", "COMPLETED"),
("8115", "6", "3", "PL87KJ9", "1300", "3237.00", "", "2023-02-15 01:09:01", "2023-02-20", "2023-03-06", "COMPLETED"),
("8116", "25", "2", "MN34DEF", "1600", "4784.00", "", "2023-02-15 10:05:37", "2023-02-21", "2023-03-07", "COMPLETED"),
("8117", "5", "2", "IJ90UVW", "250", "997.50", "", "2023-02-15 15:16:40", "2023-02-21", "2023-03-07", "COMPLETED"),
("8118", "22", "4", "CD34LMN", "650", "968.50", "some order descriptions here", "2023-02-15 18:13:30", "2023-02-21", "2023-03-07", "COMPLETED"),
("8119", "25", "2", "YH12BNM", "600", "5394.00", "some order descriptions here", "2023-02-16 06:49:15", "2023-02-21", "2023-03-07", "COMPLETED"),
("8120", "6", "3", "XW34VBN", "1550", "7734.50", "", "2023-02-16 11:46:49", "2023-02-22", "2023-03-08", "COMPLETED"),
("8121", "15", "4", "IJ90UVW", "50", "199.50", "", "2023-02-16 16:42:23", "2023-02-22", "2023-03-08", "CANCELLED"),
("8122", "21", "2", "GH78RST", "2000", "14980.00", "", "2023-02-17 00:16:10", "2023-02-22", "2023-03-08", "COMPLETED"),
("8123", "8", "2", "OP56GHI", "1700", "9333.00", "", "2023-02-17 05:39:05", "2023-02-22", "2023-03-08", "COMPLETED"),
("8124", "23", "2", "EF56OPQ", "1400", "13986.00", "", "2023-02-17 14:40:14", "2023-02-22", "2023-03-08", "COMPLETED"),
("8125", "7", "4", "MN45TYU", "250", "1747.50", "some order descriptions here", "2023-02-17 18:02:32", "2023-02-23", "2023-03-09", "COMPLETED"),
("8126", "2", "4", "HG98TRF", "100", "449.00", "", "2023-02-17 18:28:09", "2023-02-23", "2023-03-09", "COMPLETED"),
("8127", "9", "2", "QR78JKL", "850", "5516.50", "", "2023-02-17 18:43:42", "2023-02-23", "2023-03-09", "COMPLETED"),
("8128", "6", "2", "RF56KJU", "1250", "4112.50", "", "2023-02-17 19:23:26", "2023-02-23", "2023-03-09", "CANCELLED"),
("8129", "16", "2", "KI23LMO", "850", "1691.50", "", "2023-02-17 19:40:33", "2023-02-23", "2023-03-09", "COMPLETED"),
("8130", "13", "3", "PL87KJ9", "1400", "3486.00", "", "2023-02-17 20:15:48", "2023-02-23", "2023-03-09", "COMPLETED"),
("8131", "8", "2", "OP56GHI", "1300", "7137.00", "", "2023-02-17 21:17:57", "2023-02-23", "2023-03-09", "COMPLETED"),
("8132", "23", "3", "PO89BVC", "700", "1253.00", "some order descriptions here", "2023-02-17 22:07:34", "2023-02-24", "2023-03-10", "CANCELLED"),
("8133", "15", "2", "OP56GHI", "1450", "7960.50", "", "2023-02-17 23:27:55", "2023-02-24", "2023-03-10", "COMPLETED"),
("8134", "14", "2", "RF56KJU", "950", "3125.50", "", "2023-02-18 04:41:16", "2023-02-25", "2023-03-11", "COMPLETED"),
("8135", "17", "4", "EF56OPQ", "950", "9490.50", "", "2023-02-18 05:47:59", "2023-02-25", "2023-03-11", "CANCELLED"),
("8136", "22", "3", "MN45TYU", "950", "6640.50", "", "2023-02-18 08:12:21", "2023-02-25", "2023-03-11", "COMPLETED"),
("8137", "7", "4", "KI23LMO", "150", "298.50", "", "2023-02-18 13:04:37", "2023-02-26", "2023-03-12", "COMPLETED"),
("8138", "7", "4", "ST90PQR", "250", "2997.50", "", "2023-02-18 17:50:30", "2023-02-26", "2023-03-12", "COMPLETED"),
("8139", "23", "4", "ZX67POQ", "1500", "5685.00", "some order descriptions here", "2023-02-18 22:41:23", "2023-02-27", "2023-03-13", "COMPLETED"),
("8140", "1", "2", "CD34LMN", "750", "1117.50", "", "2023-02-18 23:29:28", "2023-02-27", "2023-03-13", "COMPLETED"),
("8141", "7", "2", "EF56OPQ", "1900", "18981.00", "", "2023-02-20 09:05:49", "2023-02-28", "2023-03-14", "CANCELLED"),
("8142", "3", "4", "PL87KJ9", "250", "622.50", "", "2023-02-20 10:30:41", "2023-02-28", "2023-03-14", "COMPLETED"),
("8143", "2", "3", "CD34LMN", "250", "372.50", "", "2023-02-20 11:00:51", "2023-02-28", "2023-03-14", "COMPLETED"),
("8144", "16", "3", "OP56GHI", "250", "1372.50", "", "2023-02-21 01:39:47", "2023-02-28", "2023-03-14", "COMPLETED"),
("8145", "15", "2", "AB12XYZ", "500", "1145.00", "some order descriptions here", "2023-02-21 02:42:58", "2023-03-01", "2023-03-15", "CANCELLED"),
